GEOID	County	Population5YearsAndOver	SpeakALanguageOtherThanEnglish	Spanish	IndoEuropean	AsianPacificIsland	Other
US37021	"Buncombe County, North Carolina"	244083	20269	13365	5011	1667	226
US37023	"Burke County, North Carolina"	85706	7910	4500	330	2412	668
US37025	"Cabarrus County, North Carolina"	193415	25216	15804	4091	4005	1316
US37027	"Caldwell County, North Carolina"	77769	4265	3222	452	349	242
US37029	"Camden County, North Carolina"	10066	477	175	155	103	44
US37031	"Carteret County, North Carolina"	66153	3540	2164	729	501	146
US37033	"Caswell County, North Carolina"	21636	903	749	65	89	0
US37035	"Catawba County, North Carolina"	148724	19780	13361	1304	4957	158
US37037	"Chatham County, North Carolina"	67877	9757	7901	1050	737	69
US37039	"Cherokee County, North Carolina"	26890	899	576	151	156	16
US37041	"Chowan County, North Carolina"	13458	290	150	100	0	40
US37043	"Clay County, North Carolina"	10538	267	181	48	38	0
US37045	"Cleveland County, North Carolina"	91851	3921	2598	502	623	198
US37047	"Columbus County, North Carolina"	53187	3187	2634	355	169	29
US37049	"Craven County, North Carolina"	95964	8070	4738	922	2244	166
US37051	"Cumberland County, North Carolina"	307616	35659	21519	6205	6524	1411
US37053	"Currituck County, North Carolina"	24937	1035	883	91	61	0
US37055	"Dare County, North Carolina"	34654	2852	2364	377	102	9
US37057	"Davidson County, North Carolina"	156335	12399	9276	856	2153	114
US37059	"Davie County, North Carolina"	40195	2962	2471	297	149	45
US37061	"Duplin County, North Carolina"	55274	11764	11328	267	129	40
US37063	"Durham County, North Carolina"	291376	54219	34371	7970	7501	4377
US37065	"Edgecombe County, North Carolina"	49590	2271	2052	88	84	47
US37067	"Forsyth County, North Carolina"	352535	51851	39333	5378	5592	1548
US37069	"Franklin County, North Carolina"	62637	4686	3833	410	175	268
US37071	"Gaston County, North Carolina"	206191	16819	12143	2028	2133	515
US37073	"Gates County, North Carolina"	11087	203	45	96	50	12
US37075	"Graham County, North Carolina"	8130	196	127	0	8	61
US37077	"Granville County, North Carolina"	56388	4359	3464	376	234	285
US37079	"Greene County, North Carolina"	19982	3154	2926	168	36	24
US37081	"Guilford County, North Carolina"	496586	66249	31168	13488	14624	6969
US37083	"Halifax County, North Carolina"	48423	1668	1116	247	221	84
US37085	"Harnett County, North Carolina"	122431	13208	10616	1286	1078	228
US37087	"Haywood County, North Carolina"	58039	2176	1485	311	247	133
US37089	"Henderson County, North Carolina"	109307	10995	8162	1363	1128	342
US37091	"Hertford County, North Carolina"	22903	1182	894	92	146	50
US37093	"Hoke County, North Carolina"	49287	5833	4765	423	490	155
US37095	"Hyde County, North Carolina"	4960	606	597	0	0	9
US37097	"Iredell County, North Carolina"	165845	15649	10327	2090	2997	235
US37099	"Jackson County, North Carolina"	40908	2477	1632	271	136	438
US37101	"Johnston County, North Carolina"	184405	23888	20561	1682	1016	629
US37103	"Jones County, North Carolina"	9175	403	353	42	8	0
US37105	"Lee County, North Carolina"	56581	9948	9083	320	526	19
US37107	"Lenoir County, North Carolina"	53511	4239	3815	127	239	58
US37109	"Lincoln County, North Carolina"	78634	5533	4719	446	296	72
US37111	"McDowell County, North Carolina"	43182	2800	2419	131	233	17
US37113	"Macon County, North Carolina"	33129	2337	1951	240	115	31
US37115	"Madison County, North Carolina"	20497	473	253	175	45	0
US37117	"Martin County, North Carolina"	21597	952	769	66	107	10
US37119	"Mecklenburg County, North Carolina"	1002251	200415	113200	39626	33174	14415
US37121	"Mitchell County, North Carolina"	14298	891	731	94	41	25
US37123	"Montgomery County, North Carolina"	25580	3916	3422	92	369	33
US37125	"Moore County, North Carolina"	91644	7063	5025	1136	807	95
US37127	"Nash County, North Carolina"	88789	5723	4466	311	482	464
US37129	"New Hanover County, North Carolina"	216672	14542	8245	3434	1998	865
US37131	"Northampton County, North Carolina"	19083	482	336	80	56	10
US37133	"Onslow County, North Carolina"	177697	18928	12474	2526	3171	757
US37135	"Orange County, North Carolina"	138232	23574	9922	5558	7368	726
US37137	"Pamlico County, North Carolina"	12288	602	411	117	52	22
US37139	"Pasquotank County, North Carolina"	36900	2187	1526	381	269	11
US37141	"Pender County, North Carolina"	57001	4084	3222	547	254	61
US37143	"Perquimans County, North Carolina"	12831	219	94	77	48	0
US37145	"Person County, North Carolina"	37144	1795	1276	263	99	157
US37147	"Pitt County, North Carolina"	168056	11505	7502	1262	2153	588
US37149	"Polk County, North Carolina"	19876	1434	911	364	140	19
US37151	"Randolph County, North Carolina"	135064	16848	14795	1049	842	162
US37153	"Richmond County, North Carolina"	42288	2623	2198	110	315	0
US37155	"Robeson County, North Carolina"	123649	9770	8490	445	392	443
US37157	"Rockingham County, North Carolina"	86343	5058	4367	402	156	133
US37159	"Rowan County, North Carolina"	132360	12464	10559	980	782	143
US37161	"Rutherford County, North Carolina"	63192	3142	2343	577	80	142
US37163	"Sampson County, North Carolina"	59297	10811	10060	176	211	364
US37165	"Scotland County, North Carolina"	32841	1298	874	155	205	64
US37167	"Stanly County, North Carolina"	58269	3794	2473	441	824	56
US37169	"Stokes County, North Carolina"	43813	1439	1160	174	105	0
US37171	"Surry County, North Carolina"	68290	6712	6132	286	261	33
US37173	"Swain County, North Carolina"	13346	785	394	56	30	305
US37175	"Transylvania County, North Carolina"	32440	1454	970	414	47	23
US37177	"Tyrrell County, North Carolina"	3966	332	300	4	18	10
US37179	"Union County, North Carolina"	217741	32399	20699	7328	2950	1422
US37181	"Vance County, North Carolina"	41717	3245	2633	216	263	133
US37183	"Wake County, North Carolina"	1002381	172467	82711	39593	36704	13459
US37185	"Warren County, North Carolina"	18999	711	559	41	53	58
US37187	"Washington County, North Carolina"	11371	267	214	26	26	1
US37189	"Watauga County, North Carolina"	53082	2361	1262	535	449	115
US37191	"Wayne County, North Carolina"	115359	15532	11950	1960	1112	510
US37193	"Wilkes County, North Carolina"	65043	4133	3286	300	355	192
US37195	"Wilson County, North Carolina"	76621	8332	6759	686	508	379
US37197	"Yadkin County, North Carolina"	35652	3461	3069	360	26	6
US37199	"Yancey County, North Carolina"	17000	771	642	81	48	0
US38001	"Adams County, North Dakota"	2191	83	34	0	43	6
US38003	"Barnes County, North Dakota"	10202	291	25	124	104	38
US38005	"Benson County, North Dakota"	6137	457	14	39	6	398
US38007	"Billings County, North Dakota"	831	31	5	26	0	0
US38009	"Bottineau County, North Dakota"	6140	177	131	36	8	2
US38011	"Bowman County, North Dakota"	2941	143	110	17	0	16
US38013	"Burke County, North Dakota"	1967	44	25	10	9	0
US38015	"Burleigh County, North Dakota"	88322	3668	958	1913	415	382
US38017	"Cass County, North Dakota"	164457	12994	2046	4926	2215	3807
US38019	"Cavalier County, North Dakota"	3551	117	44	63	0	10
US38021	"Dickey County, North Dakota"	4655	368	130	216	0	22
US38023	"Divide County, North Dakota"	2251	48	0	16	29	3
US38025	"Dunn County, North Dakota"	4100	334	120	105	50	59
US38027	"Eddy County, North Dakota"	2140	83	4	32	0	47
US38029	"Emmons County, North Dakota"	3129	257	2	224	31	0
US38031	"Foster County, North Dakota"	3076	62	10	52	0	0
US38033	"Golden Valley County, North Dakota"	1737	16	4	12	0	0
US38035	"Grand Forks County, North Dakota"	65434	4519	998	1666	981	874
US38037	"Grant County, North Dakota"	2217	101	9	72	19	1
US38039	"Griggs County, North Dakota"	2243	42	11	31	0	0
US38041	"Hettinger County, North Dakota"	2408	94	60	30	0	4
US38043	"Kidder County, North Dakota"	2308	109	57	50	0	2
US38045	"LaMoure County, North Dakota"	3923	399	45	340	9	5
US38047	"Logan County, North Dakota"	1746	161	3	153	0	5
US38049	"McHenry County, North Dakota"	5545	150	69	63	16	2
US38051	"McIntosh County, North Dakota"	2471	510	63	432	12	3
US38053	"McKenzie County, North Dakota"	11958	1581	944	352	46	239
US38055	"McLean County, North Dakota"	9032	306	65	153	6	82
US38057	"Mercer County, North Dakota"	7941	535	120	369	46	0
US38059	"Morton County, North Dakota"	28941	1183	557	518	28	80
US38061	"Mountrail County, North Dakota"	9418	711	443	45	9	214
US38063	"Nelson County, North Dakota"	2748	131	69	41	1	20
US38065	"Oliver County, North Dakota"	1712	60	14	42	4	0
US38067	"Pembina County, North Dakota"	6558	219	92	105	5	17
US38069	"Pierce County, North Dakota"	3856	50	18	23	9	0
US38071	"Ramsey County, North Dakota"	10848	438	181	147	87	23
US38073	"Ransom County, North Dakota"	5027	254	12	98	98	46
US38075	"Renville County, North Dakota"	2224	78	8	65	5	0
US38077	"Richland County, North Dakota"	15344	424	264	115	34	11
US38079	"Rolette County, North Dakota"	13144	328	72	84	30	142
US38081	"Sargent County, North Dakota"	3670	219	75	57	9	78
US38083	"Sheridan County, North Dakota"	1328	45	3	42	0	0
US38085	"Sioux County, North Dakota"	3942	208	17	9	3	179
US38087	"Slope County, North Dakota"	710	8	6	2	0	0
US38089	"Stark County, North Dakota"	28556	1329	627	474	115	113
US38091	"Steele County, North Dakota"	1668	32	0	32	0	0
US38093	"Stutsman County, North Dakota"	19770	630	297	236	62	35
US38095	"Towner County, North Dakota"	2142	96	79	4	3	10
US38097	"Traill County, North Dakota"	7545	251	154	69	19	9
US38099	"Walsh County, North Dakota"	10019	767	565	147	47	8
US38101	"Ward County, North Dakota"	63506	3879	1429	1262	794	394
US38103	"Wells County, North Dakota"	3756	65	35	21	9	0
US38105	"Williams County, North Dakota"	32017	2914	1822	589	181	322
US39001	"Adams County, Ohio"	26105	441	53	362	19	7
US39003	"Allen County, Ohio"	96854	2977	1149	982	521	325
US39005	"Ashland County, Ohio"	50500	2595	333	1887	240	135
US39007	"Ashtabula County, Ohio"	92328	6534	2070	3974	327	163
US39009	"Athens County, Ohio"	63362	3347	708	813	1073	753
US39011	"Auglaize County, Ohio"	42865	833	405	294	125	9
US39013	"Belmont County, Ohio"	64691	1154	382	506	252	14
US39015	"Brown County, Ohio"	41060	599	384	122	84	9
US39017	"Butler County, Ohio"	356843	29517	12535	7072	6935	2975
US39019	"Carroll County, Ohio"	25968	735	172	537	21	5
US39021	"Champaign County, Ohio"	36763	561	276	128	157	0
US39023	"Clark County, Ohio"	126770	4566	2994	858	489	225
US39025	"Clermont County, Ohio"	192338	5739	2310	2197	1089	143
US39027	"Clinton County, Ohio"	39387	881	465	266	105	45
US39029	"Columbiana County, Ohio"	97864	2558	1341	767	61	389
US39031	"Coshocton County, Ohio"	34272	2947	227	2618	83	19
US39033	"Crawford County, Ohio"	39402	781	310	231	227	13
US39035	"Cuyahoga County, Ohio"	1175681	143457	50822	53396	20366	18873
US39037	"Darke County, Ohio"	48437	884	375	323	142	44
US39039	"Defiance County, Ohio"	35939	1619	1229	301	30	59
US39041	"Delaware County, Ohio"	188676	16656	2874	5702	6442	1638
US39043	"Erie County, Ohio"	70770	2304	1009	899	323	73
US39045	"Fairfield County, Ohio"	145324	6434	1963	2169	831	1471
US39047	"Fayette County, Ohio"	26877	616	325	167	102	22
US39049	"Franklin County, Ohio"	1198375	162172	45654	39158	34700	42660
US39051	"Fulton County, Ohio"	39768	1696	1174	368	99	55
US39053	"Gallia County, Ohio"	28166	1028	111	763	117	37
US39055	"Geauga County, Ohio"	88904	12010	852	10503	398	257
US39057	"Greene County, Ohio"	157135	9742	2271	3075	2566	1830
US39059	"Guernsey County, Ohio"	36784	1517	339	1036	105	37
US39061	"Hamilton County, Ohio"	759986	57685	20028	17318	10548	9791
US39063	"Hancock County, Ohio"	71271	3715	1752	623	972	368
US39065	"Hardin County, Ohio"	29541	1774	350	1082	206	136
US39067	"Harrison County, Ohio"	14400	657	15	574	21	47
US39069	"Henry County, Ohio"	25614	1233	907	199	80	47
US39071	"Highland County, Ohio"	40361	1050	149	819	82	0
US39073	"Hocking County, Ohio"	26792	351	171	107	64	9
US39075	"Holmes County, Ohio"	40296	19105	126	18875	43	61
US39077	"Huron County, Ohio"	54677	2783	1820	848	64	51
US39079	"Jackson County, Ohio"	30392	1122	271	695	56	100
US39081	"Jefferson County, Ohio"	63047	1538	505	663	329	41
US39083	"Knox County, Ohio"	57836	2723	508	2016	162	37
US39085	"Lake County, Ohio"	218532	16523	7148	7131	1379	865
US39087	"Lawrence County, Ohio"	56736	600	325	244	23	8
US39089	"Licking County, Ohio"	163260	6135	2004	2871	750	510
US39091	"Logan County, Ohio"	42549	1519	368	751	342	58
US39093	"Lorain County, Ohio"	290258	20848	13172	4690	1979	1007
US39095	"Lucas County, Ohio"	403447	27199	10976	6226	4378	5619
US39097	"Madison County, Ohio"	41919	1606	587	781	133	105
US39099	"Mahoning County, Ohio"	217955	12834	7062	3940	673	1159
US39101	"Marion County, Ohio"	61484	2980	1459	788	366	367
US39103	"Medina County, Ohio"	168495	7341	1802	4209	830	500
US39105	"Meigs County, Ohio"	21919	214	180	32	2	0
US39107	"Mercer County, Ohio"	37979	687	199	140	308	40
US39109	"Miami County, Ohio"	99218	2746	837	903	746	260
US39111	"Monroe County, Ohio"	13244	207	21	141	45	0
US39113	"Montgomery County, Ohio"	498993	29996	9691	6171	9146	4988
US39115	"Morgan County, Ohio"	13929	352	60	242	42	8
US39117	"Morrow County, Ohio"	33154	1579	267	1249	63	0
US39119	"Muskingum County, Ohio"	80919	1615	426	777	182	230
US39121	"Noble County, Ohio"	13712	468	79	316	0	73
US39123	"Ottawa County, Ohio"	38932	1032	714	212	50	56
US39125	"Paulding County, Ohio"	17725	544	471	29	26	18
US39127	"Perry County, Ohio"	33852	604	376	166	62	0
US39129	"Pickaway County, Ohio"	54689	1339	739	434	89	77
US39131	"Pike County, Ohio"	26376	458	6	350	72	30
US39133	"Portage County, Ohio"	155014	7882	1752	2613	1816	1701
US39135	"Preble County, Ohio"	38813	854	388	284	164	18
US39137	"Putnam County, Ohio"	31640	1371	1219	102	36	14
US39139	"Richland County, Ohio"	114174	4595	1273	2593	420	309
US39141	"Ross County, Ohio"	72762	1365	541	514	280	30
US39143	"Sandusky County, Ohio"	55730	2530	2172	170	115	73
US39145	"Scioto County, Ohio"	71656	901	385	248	229	39
US39147	"Seneca County, Ohio"	52376	2020	1165	427	280	148
US39149	"Shelby County, Ohio"	45561	1046	352	462	214	18
US39151	"Stark County, Ohio"	351464	11923	4155	5414	1682	672
US39153	"Summit County, Ohio"	510931	34236	7052	14936	8345	3903
US39155	"Trumbull County, Ohio"	189776	9299	1689	6536	586	488
US39157	"Tuscarawas County, Ohio"	86568	6660	1894	4587	79	100
US39159	"Union County, Ohio"	53217	3131	477	976	1518	160
US39161	"Van Wert County, Ohio"	26525	607	347	157	90	13
US39163	"Vinton County, Ohio"	12335	424	63	233	45	83
US39165	"Warren County, Ohio"	215917	18466	4532	6657	6288	989
US39167	"Washington County, Ohio"	57465	1227	561	289	266	111
US39169	"Wayne County, Ohio"	108362	12339	1621	9980	548	190
US39171	"Williams County, Ohio"	34691	955	676	86	182	11
US39173	"Wood County, Ohio"	123251	5814	2470	1634	949	761
US39175	"Wyandot County, Ohio"	20761	725	536	74	115	0
US40001	"Adair County, Oklahoma"	20598	1713	601	11	152	949
US40003	"Alfalfa County, Oklahoma"	5535	303	236	45	14	8
US40005	"Atoka County, Oklahoma"	13028	443	170	76	105	92
US40007	"Beaver County, Oklahoma"	5063	1007	993	10	0	4
US40009	"Beckham County, Oklahoma"	20678	2235	2061	23	57	94
US40011	"Blaine County, Oklahoma"	9038	998	911	34	0	53
US40013	"Bryan County, Oklahoma"	43441	2471	1506	306	253	406
US40015	"Caddo County, Oklahoma"	27224	2829	2103	122	92	512
US40017	"Canadian County, Oklahoma"	130875	11347	6849	1280	2846	372
US40019	"Carter County, Oklahoma"	45025	3021	2065	282	518	156
US40021	"Cherokee County, Oklahoma"	45773	3662	1927	204	248	1283
US40023	"Choctaw County, Oklahoma"	13807	523	329	5	51	138
US40025	"Cimarron County, Oklahoma"	2028	393	357	35	0	1
US40027	"Cleveland County, Oklahoma"	264087	27072	12998	3728	8948	1398
US40029	"Coal County, Oklahoma"	5214	212	77	88	6	41
US40031	"Comanche County, Oklahoma"	113215	9942	5062	2089	2023	768
US40033	"Cotton County, Oklahoma"	5580	178	99	17	5	57
US40035	"Craig County, Oklahoma"	13593	431	282	11	43	95
US40037	"Creek County, Oklahoma"	66964	2134	1471	272	122	269
US40039	"Custer County, Oklahoma"	27021	4230	3585	98	240	307
US40041	"Delaware County, Oklahoma"	40265	1956	724	79	406	747
US40043	"Dewey County, Oklahoma"	4599	272	202	7	6	57
US40045	"Ellis County, Oklahoma"	3773	197	148	49	0	0
US40047	"Garfield County, Oklahoma"	57466	7368	5064	290	1710	304
US40049	"Garvin County, Oklahoma"	25967	1570	1399	100	30	41
US40051	"Grady County, Oklahoma"	51881	1936	1620	132	127	57
US40053	"Grant County, Oklahoma"	4153	115	91	12	12	0
US40055	"Greer County, Oklahoma"	5547	438	407	16	0	15
US40057	"Harmon County, Oklahoma"	2600	520	489	5	20	6
US40059	"Harper County, Oklahoma"	3508	682	678	2	0	2
US40061	"Haskell County, Oklahoma"	11880	395	312	24	34	25
US40063	"Hughes County, Oklahoma"	12618	691	398	26	2	265
US40065	"Jackson County, Oklahoma"	23102	3617	2990	228	327	72
US40067	"Jefferson County, Oklahoma"	5753	296	290	4	0	2
US40069	"Johnston County, Oklahoma"	10392	356	227	47	12	70
US40071	"Kay County, Oklahoma"	41441	2595	1936	277	102	280
US40073	"Kingfisher County, Oklahoma"	14615	2212	2127	40	41	4
US40075	"Kiowa County, Oklahoma"	8341	663	484	72	64	43
US40077	"Latimer County, Oklahoma"	9760	292	144	30	35	83
US40079	"Le Flore County, Oklahoma"	46820	2740	2259	168	230	83
US40081	"Lincoln County, Oklahoma"	32807	509	258	91	41	119
US40083	"Logan County, Oklahoma"	43905	2224	1835	166	116	107
US40085	"Love County, Oklahoma"	9434	1235	1157	33	45	0
US40087	"McClain County, Oklahoma"	36943	2216	1935	121	72	88
US40089	"McCurtain County, Oklahoma"	30670	1617	795	108	454	260
US40091	"McIntosh County, Oklahoma"	18703	241	142	24	7	68
US40093	"Major County, Oklahoma"	7179	478	454	9	0	15
US40095	"Marshall County, Oklahoma"	15550	2472	2346	61	51	14
US40097	"Mayes County, Oklahoma"	38591	1863	570	583	140	570
US40099	"Murray County, Oklahoma"	13112	557	439	48	21	49
US40101	"Muskogee County, Oklahoma"	64156	3269	2296	303	231	439
US40103	"Noble County, Oklahoma"	10624	206	108	34	8	56
US40105	"Nowata County, Oklahoma"	9708	206	128	35	34	9
US40107	"Okfuskee County, Oklahoma"	11382	697	179	247	14	257
US40109	"Oklahoma County, Oklahoma"	727726	126426	95734	8540	16316	5836
US40111	"Okmulgee County, Oklahoma"	36363	1333	583	201	83	466
US40113	"Osage County, Oklahoma"	44819	1350	894	151	156	149
US40115	"Ottawa County, Oklahoma"	29295	1737	1159	79	288	211
US40117	"Pawnee County, Oklahoma"	15466	276	130	14	45	87
US40119	"Payne County, Oklahoma"	77460	6401	1977	1273	2035	1116
US40121	"Pittsburg County, Oklahoma"	41543	1809	1355	182	130	142
US40123	"Pontotoc County, Oklahoma"	35825	1745	968	257	132	388
US40125	"Pottawatomie County, Oklahoma"	67687	3027	1736	387	449	455
US40127	"Pushmataha County, Oklahoma"	10491	272	127	28	39	78
US40129	"Roger Mills County, Oklahoma"	3435	149	145	3	0	1
US40131	"Rogers County, Oklahoma"	86024	4516	2634	600	994	288
US40133	"Seminole County, Oklahoma"	23201	1133	561	119	62	391
US40135	"Sequoyah County, Oklahoma"	39056	1560	709	136	150	565
US40137	"Stephens County, Oklahoma"	41072	2342	1986	223	75	58
US40139	"Texas County, Oklahoma"	19041	8347	7630	153	404	160
US40141	"Tillman County, Oklahoma"	6990	1343	1312	24	0	7
US40143	"Tulsa County, Oklahoma"	600019	87525	60882	7436	14538	4669
US40145	"Wagoner County, Oklahoma"	74189	4643	3030	508	894	211
US40147	"Washington County, Oklahoma"	48617	3350	1939	419	840	152
US40149	"Washita County, Oklahoma"	10487	456	403	50	0	3
US40151	"Woods County, Oklahoma"	8485	469	291	50	86	42
US40153	"Woodward County, Oklahoma"	19231	2353	2213	66	31	43
US41001	"Baker County, Oregon"	15229	622	388	174	55	5
US41003	"Benton County, Oregon"	87434	12243	4711	2103	4648	781
US41005	"Clackamas County, Oregon"	388445	47121	21819	12420	11320	1562
US41007	"Clatsop County, Oregon"	37088	2761	2037	402	230	92
US41009	"Columbia County, Oregon"	48675	1727	1053	281	352	41
